epoch,slot,miner,proposer_stake,timestamp,block_hash,tx_count,throughput,avg_path_length,min_path_length,max_path_length,median_path_length,stake_concentration,gini_coefficient,consensus_type,consensus_state,avg_tx_delay_s,block_production_success,block_production_failed
0,2,0xc774b0fee7cabbef3b1ae14bf36db3df0d32c1df,1.174397,1772635029,5d6092f5136ec3174b2e8e877e3deabae67aa34c7ca54533cbb86bbd593f10e6,1,0.00,1.00,1,1,1,0.024404,0.600013,Minotaur,minotaur(pow_w:0.50),0.00,0,0
0,3,0xbc3f8508d26048f2064aa8c068f4c94d08d77d18,3.068519,1772635031,5010264c85ef37af4e53fc80f5a717d9b018be700a46fd012f57cac2bf2169db,208,41.60,4.11,1,5,4,0.024405,0.600024,Minotaur,minotaur(pow_w:0.50),1.48,1,0
0,4,0xc24b36dee27726233c3bbd9e1f028f98b6b2a424,2.413439,1772635033,1fd33145be16f8bed6cb097562b452acf154ca5afdf8fdd8862b5afe91dcf36d,188,94.00,4.29,1,6,4,0.024466,0.602040,Minotaur,minotaur(pow_w:0.50),1.48,2,0
1,0,0xa3786e459f289a76c0e8af8ad834e3d0c6d47199,4.727373,1772635035,7186a46550a68d660d61943b64b94909c7f3d5a8dd948d1d7f5ea2c397369703,203,101.50,3.90,1,6,4,0.024544,0.603684,Minotaur,minotaur(pow_w:0.50),1.53,3,0
1,1,0x1796dc61e715f15a2d27dfa32bd34780f12a8c24,1.724451,1772635037,3b3b39df8054baa1d57fb7fca0f16faeec6a060bbb22d3b563aff305b3ce21a7,218,109.00,4.33,1,6,4,0.025043,0.607418,Minotaur,minotaur(pow_w:0.50),1.53,4,0
1,2,0xa3786e459f289a76c0e8af8ad834e3d0c6d47199,5.729533,1772635039,3b3b39df8054baa1d57fb7fca0f16faeec6a060bbb22d3b563aff305b3ce21a7,218,109.00,4.33,1,6,4,0.025043,0.607429,Minotaur,minotaur(pow_w:0.50),1.53,4,1
1,3,0x6064b9f5883bf9737dfe314ff68c56e09e68ac89,2.192409,1772635041,5cbaa333b38677a66685a8cfb0c9a8ba60ae2282d572a1dcbb82adc337441f33,250,62.50,4.36,1,6,4,0.025701,0.611093,Minotaur,minotaur(pow_w:0.50),3.18,5,1
1,4,0x786f26993bf015cd2da6fb5d3ccd1879e01246ab,0.291592,1772635043,496e7ef58dcbc15aa26b21a3af608699e4f3b0bc82d75a92b152bfce758d1702,115,57.50,4.20,1,6,4,0.025698,0.612184,Minotaur,minotaur(pow_w:0.50),1.55,6,1
2,0,0xeaa5003682d7289190651081ae2bee847097afc5,0.762115,1772635045,3ee5530e1bebd45494f87787c730ead20a47443166f06c5cc9bba9b5033f8070,176,88.00,4.06,1,6,4,0.025359,0.608355,Minotaur,minotaur(pow_w:0.50),1.45,7,1
2,1,0x6064b9f5883bf9737dfe314ff68c56e09e68ac89,3.193499,1772635047,f519e4ed1ffcd0ebb6f3be02148f5dcf3e6a62c627e3dce94b4825e579f1a470,162,81.00,4.38,1,6,5,0.025108,0.606402,Minotaur,minotaur(pow_w:0.50),1.47,8,1
2,2,0x58a21eeb7ab18ba8adf1296e66a4487076e95dac,4.093024,1772635049,8511ca378c86705c85ca3116cbfe1c4aa64b1c7569662a4d746e87b3dd554ade,196,65.33,4.20,1,6,4,0.025272,0.608690,Minotaur,minotaur(pow_w:0.50),2.46,9,1
2,3,0xb2a7fe70a6f3137d38f6cb4c3ec6dd1e24f2d5f4,1.422888,1772635051,e87570e34836b0404bc475f1ac3573d73181c2c4379fdba77a758ccde86fba5d,150,75.00,3.99,1,6,4,0.025575,0.611861,Minotaur,minotaur(pow_w:0.50),2.51,10,1
2,4,0x34412315480562da4810040fd15c81f99880e1ab,1.898163,1772635053,2e4af18b531cbb4158341aefad9fdb1d98c58c918599fc0e17a426b2ed25f56a,179,89.50,4.40,1,6,4,0.025429,0.611530,Minotaur,minotaur(pow_w:0.50),2.37,11,1
3,0,0xdcf2130496e27a8094ab996aea4aa77788d65869,4.505597,1772635055,d05f7f5504da244560ff8bfee9737718850c5992e43a0f2030c54117a528a52d,169,84.50,3.89,1,6,4,0.025359,0.611925,Minotaur,minotaur(pow_w:0.50),2.37,12,1
3,1,0xdb45667100590f9cfe78a899c3b02c5cd37008f1,0.051526,1772635057,d05f7f5504da244560ff8bfee9737718850c5992e43a0f2030c54117a528a52d,169,84.50,3.89,1,6,4,0.025360,0.611935,Minotaur,minotaur(pow_w:0.50),2.37,12,2
3,2,0xcdfb7a191f0bf929991735127c8d1b4e5b99de22,0.049018,1772635060,1d5504255c1eb11adc971c7ef298f23dd8ed9890c63cec9bd319b8346b72862e,250,62.50,4.30,1,8,4,0.024999,0.606359,Minotaur,minotaur(pow_w:0.50),3.64,13,2
3,3,0x687bf2437a044a3e42ff2f8a79a8e54ba9601f70,1.066659,1772635062,e910d5129a62e5e6a59774b489bb7533c082eb9f3b781c0c1b974f093745e29a,140,70.00,4.87,1,7,5,0.024647,0.600684,Minotaur,minotaur(pow_w:0.50),2.79,14,2
3,4,0x4ba33404d90c4ae989714d9d174cd882cffb7994,1.118992,1772635064,9e083dc962dee8e7fec04b1b97094086d3b110dc1a1b410274139b885f1e59ca,190,95.00,3.90,1,6,4,0.024458,0.599473,Minotaur,minotaur(pow_w:0.50),2.19,15,2
4,0,0xd67aaaf210c0c36ddcb7055222d168b5c9dd1b36,0.189121,1772635066,11ed6dd0afec8710c2da53b100bf7f05be97952d7fc7158e4950fbf073dffe9e,155,77.50,4.53,1,7,5,0.024279,0.598232,Minotaur,minotaur(pow_w:0.50),2.14,16,2
4,1,0xeaa5003682d7289190651081ae2bee847097afc5,1.763505,1772635068,11ed6dd0afec8710c2da53b100bf7f05be97952d7fc7158e4950fbf073dffe9e,155,77.50,4.53,1,7,5,0.024279,0.598242,Minotaur,minotaur(pow_w:0.50),2.14,16,3
4,2,0x6064b9f5883bf9737dfe314ff68c56e09e68ac89,4.195279,1772635070,cadb2eee1a1d3ac0ca42c88a49d2dcb7d9967bbce4df7da4b1fa12819995b2b9,250,62.50,5.10,1,8,5,0.024197,0.598263,Minotaur,minotaur(pow_w:0.50),3.80,17,3
4,3,0x34412315480562da4810040fd15c81f99880e1ab,2.899713,1772635072,02c06304e76dd21d38f42cdac0675f6363b1c7563e49fb4351c4bb3da1105ff0,226,113.00,4.00,1,6,4,0.024464,0.601210,Minotaur,minotaur(pow_w:0.50),2.27,18,3
4,4,0x30405867b72597aaeb27803bb2c7f3f5fc7d5384,0.518684,1772635074,e65ba0183b0d93c28c1ee205de6ee04a38f0dbc614f99a2c7940e05e0b6eacf6,173,86.50,4.18,2,6,4,0.024536,0.602844,Minotaur,minotaur(pow_w:0.50),1.68,19,3
5,0,0x34412315480562da4810040fd15c81f99880e1ab,3.901413,1772635076,7a88e5cd9e503f9724a8fd4510ec3af85b6cbe97d379a7ad22f992a7df701786,195,97.50,3.51,1,5,4,0.024270,0.599870,Minotaur,minotaur(pow_w:0.50),1.65,20,3
5,1,0xf6e059718dbd0a0956726ab97d06bad5efc6cd18,1.016267,1772635078,7a88e5cd9e503f9724a8fd4510ec3af85b6cbe97d379a7ad22f992a7df701786,195,97.50,3.51,1,5,4,0.024271,0.599880,Minotaur,minotaur(pow_w:0.50),1.65,20,4
5,2,0x719361397abe003a91af76243e5f9c7a0cd4279f,3.543736,1772635080,1091aed06b53422ebbc25b8e347fb8f2bc34a0aba478fe4d1e0c8c1d0b6d41be,250,62.50,3.75,1,5,4,0.024078,0.598186,Minotaur,minotaur(pow_w:0.50),2.93,21,4
5,3,0xe6ebb0cdfd04183d498964e5efc4096ba77b17d6,4.294033,1772635082,1091aed06b53422ebbc25b8e347fb8f2bc34a0aba478fe4d1e0c8c1d0b6d41be,250,62.50,3.75,1,5,4,0.024079,0.598197,Minotaur,minotaur(pow_w:0.50),2.93,21,5
5,4,0x6064b9f5883bf9737dfe314ff68c56e09e68ac89,5.197399,1772635084,7f24a879f27fefd4e138456d93da516daf070c74ccbedc8981ed269a916afdfc,250,62.50,4.12,1,6,4,0.024331,0.600949,Minotaur,minotaur(pow_w:0.50),3.30,22,5
6,0,0xd46407aa7b668c72de3cf1c1a12b7fa2e308a1b2,1.991069,1772635086,32057b465141b7857bbb907ee2dd649ed3fa240cb051b3827fdc21df7caf1495,92,46.00,4.20,1,6,4,0.024691,0.603946,Minotaur,minotaur(pow_w:0.50),1.20,23,5
6,1,0x07902d0371763a00d97ed9ba16ff0a206cb0fd19,2.531809,1772635088,b456e555bdb41c6b11eae66b34128b5d49ebd29cd2261ef9a651962c7e8fa788,169,84.50,4.00,1,6,4,0.024619,0.604170,Minotaur,minotaur(pow_w:0.50),1.43,24,5
6,2,0xa9105f442328d397529b8e4e9e656fa89016ff45,0.470804,1772635090,b456e555bdb41c6b11eae66b34128b5d49ebd29cd2261ef9a651962c7e8fa788,169,84.50,4.00,1,6,4,0.024620,0.604181,Minotaur,minotaur(pow_w:0.50),1.43,24,6
6,3,0xe6ebb0cdfd04183d498964e5efc4096ba77b17d6,5.296503,1772635092,b456e555bdb41c6b11eae66b34128b5d49ebd29cd2261ef9a651962c7e8fa788,169,84.50,4.00,1,6,4,0.024620,0.604196,Minotaur,minotaur(pow_w:0.50),1.43,24,7
6,4,0xdb45667100590f9cfe78a899c3b02c5cd37008f1,1.053616,1772635094,b456e555bdb41c6b11eae66b34128b5d49ebd29cd2261ef9a651962c7e8fa788,169,84.50,4.00,1,6,4,0.024621,0.604205,Minotaur,minotaur(pow_w:0.50),1.43,24,8
7,0,0xd61b00c297972877b45f8d7f4d67fdaf20c67c59,0.336261,1772635096,4243c430f25bfbcb5f2391e2cc0e8188e8f611471c020d124a67214094f6b0bf,250,31.25,4.93,1,7,5,0.024427,0.602441,Minotaur,minotaur(pow_w:0.50),6.84,25,8
