epoch,slot,miner,proposer_stake,timestamp,block_hash,tx_count,throughput,avg_path_length,min_path_length,max_path_length,median_path_length,stake_concentration,gini_coefficient,consensus_type,consensus_state,avg_tx_delay_s,block_production_success,block_production_failed
0,2,0x30509a8084fdfe6fe24d9c9a817c209ad194f8e3,2.656829,1772269631,5791f709ffacfbb7b147e69f33389ff2b1b50a4ddeba543ade3fe92ebd884e9d,1,-4.0,1.0,1,1,1,0.024405,0.600019,POS,pos,0.0,0,0
0,3,0xd39dbd3662315e3935ec08e6b6028e73b3c09de2,0.92367,1772269633,14c137c14f2b1a1266c831b0b359fa9b91d8c79aae6edfcabcfc66a39bc3c2f2,197,35.4,3.39,1,5,3,0.024544,0.602118,POS,pos,1.5,1,0
0,4,0x8d9e46becf415ca26aa698c9657087e6554aabda,0.389126,1772269635,3d214cf7df371ad8ca426a0460f2e40af4d6bf640e17644dc2817baed118eb84,208,100.0,4.46,1,6,5,0.024339,0.60085,POS,pos,1.54,2,0
1,0,0x8d9e46becf415ca26aa698c9657087e6554aabda,1.391146,1772269637,13df0488d9b908db4b86128541fc28a8cd425add9062856e8252ad258454f529,207,99.5,3.63,1,5,4,0.024036,0.597459,POS,pos,1.48,3,0
1,1,0x28672c71695142588ed26ada6f4b18b8b6c12308,0.692378,1772269639,eb5b2ceaff116c52e50a84177076c8fe8494a6c8c469d31064e023e41366986a,210,101.0,3.56,1,6,4,0.023927,0.597332,POS,pos,1.44,4,0
1,2,0x26d553a2f4343b3a7dc88bbd87b3d0a25d3838d9,3.2194,1772269641,99ba7d48a59ddf9ea8cdb8502cfaace3e5c6fa26d2bdf571bff4843744bcb2b9,221,69.67,3.65,1,6,4,0.02369,0.595062,POS,pos,2.53,5,0
1,3,0xaadc5fea232580cb8fba739ac5d05a48559c7e52,1.356243,1772269643,c2e68a6a8d90250f160c30c36a14f92a31d53e5cc252d8654e372ffd431b6526,179,85.5,3.91,1,6,4,0.023908,0.597678,POS,pos,2.55,6,0
1,4,0x763be7657fec175a3de5f1ee0a506722872c886d,0.040552,1772269645,9f356bada1a882abb1098e9a92cd4fb45951dac1d1be3bd1fd554d8633ca5de0,230,111.0,4.33,1,6,4,0.023788,0.597223,POS,pos,2.47,7,0
2,0,0x81193196c1dbdbf80709d43a5af5ce21c201fbd7,0.838829,1772269647,30f2bb3a97b734caeebd1a72ee06e13f74b0d951b73c9bb2b351ac2a8bc3bd8b,209,100.5,4.1,1,9,4,0.023442,0.591381,POS,pos,2.41,8,0
2,1,0x63f4973c0df8a5358405f396dc0673a463c48de9,3.901097,1772269649,8716ceba876397100b33fd0614421b7da40e1580428c9348b8184896a5b060c0,197,94.5,3.89,1,8,4,0.023239,0.58941,POS,pos,2.41,9,0
2,2,0x4414c05be2cf328f38d2e3ef4b705d6b894f044a,2.089449,1772269651,6b3315abb7d9d758e67bedd15e0af0700614d86a62a04a89d70d8115771e8d3e,183,87.5,3.39,1,5,3,0.023547,0.592643,POS,pos,2.32,10,0
