epoch,slot,miner,proposer_stake,timestamp,block_hash,tx_count,throughput,avg_path_length,min_path_length,max_path_length,median_path_length,stake_concentration,gini_coefficient,consensus_type,consensus_state,avg_tx_delay_s,block_production_success,block_production_failed
0,1,0xa068e3c9a21c8d8be636cd2d285895979ec3262e,0.969171,1772469861,6a3985b27f406bcc5f199aedad3019d580f263df783f24487f738b20975eb8a1,1,0.00,1.00,1,1,1,1.000000,0.000000,Minotaur,minotaur(pow_w:0.50),0.00,0,0
0,2,0xa068e3c9a21c8d8be636cd2d285895979ec3262e,1.969151,1772469863,004a59502e264e92a631df24c198a01827cbca095927d20b04dc034dcc577e21,0,0.00,0.00,0,0,0,0.024211,0.598871,Minotaur,minotaur(pow_w:0.50),0.00,1,0
0,3,0xb2a7fe70a6f3137d38f6cb4c3ec6dd1e24f2d5f4,1.423108,1772469865,79f3df1d46ab2edbdcfb5e33eb7ea77969631c952c4d2fd9943437e1f6212132,95,47.50,4.35,1,6,4,0.024214,0.599936,Minotaur,minotaur(pow_w:0.50),1.43,2,0
0,4,0x30509a8084fdfe6fe24d9c9a817c209ad194f8e3,2.656739,1772469867,c69e89537b891268dac3d4ae485bf8fe9baa05feea847ced2c61bf58ebe3e645,115,57.50,4.32,1,6,4,0.024109,0.599754,Minotaur,minotaur(pow_w:0.50),1.46,3,0
1,0,0x30405867b72597aaeb27803bb2c7f3f5fc7d5384,0.519074,1772469869,5604d4bad64241a9db6dedd7ddc8b5632f37fb31d02c59f49673bdab8d5822c2,97,48.50,3.34,1,5,4,0.024232,0.601728,Minotaur,minotaur(pow_w:0.50),1.53,4,0
1,1,0x9ba702916c26a8583a7f277d6932b3c0d9927ce0,0.198607,1772469871,c17e952889d1a54dec65135d5e49b1dbf464ebf39583942d0b6019e073e77d0f,99,49.50,3.67,1,5,4,0.023957,0.598956,Minotaur,minotaur(pow_w:0.50),1.44,5,0
1,2,0x3513d672439a59c26cc5711f2b715ccb4810a774,1.292695,1772469873,5efa64320f27e6503c877cc658208bc09719d7096d4f5f01ef7425f1b767fe39,122,61.00,3.58,1,5,4,0.023632,0.594465,Minotaur,minotaur(pow_w:0.50),1.44,6,0
1,3,0x89100a8056319ba37491b32ba255004180607bc2,2.787477,1772469875,496a4a3b16ec5d2a7324bd08d0d895708286842b1fa914586a9a9c20be31f62b,95,47.50,3.77,1,6,4,0.023506,0.593858,Minotaur,minotaur(pow_w:0.50),1.52,7,0
1,4,0xd46407aa7b668c72de3cf1c1a12b7fa2e308a1b2,1.991659,1772469877,21630160298594ab6a9663bf1432b9efe0147f7ffb9770f623f63ddee76e5fbb,125,62.50,3.82,1,5,4,0.023637,0.595834,Minotaur,minotaur(pow_w:0.50),1.45,8,0
2,0,0x58a21eeb7ab18ba8adf1296e66a4487076e95dac,4.093114,1772469879,4e1c1582915eaf9733124503db3798d7174f229e84e76d8fcdc67b1046ade0dd,58,29.00,3.79,1,6,4,0.023625,0.596481,Minotaur,minotaur(pow_w:0.50),1.02,9,0
